sport,role,gender,age,weight_kg,height_cm,training_intensity,session_duration_min,training_days_per_week,is_match_day,is_recovery_day,fatigue_score,goal,diet_type,sport_enc,gender_enc,goal_enc,diet_enc,calories_kcal,protein_g,carbs_g,fat_g,needs_iron,needs_calcium,needs_vitd
Cricket,Fast bowler,male,19,62.9,171,7,61,5,1,0,3,bulk,non-veg,0,0,1,1,3344,126.3,496.0,95.0,0,1,0
Badminton,Doubles player,male,19,76.0,174,6,110,4,0,1,1,maintain,veg,5,0,0,0,3157,133.0,516.3,62.2,0,1,1
Kabaddi,Raider,female,14,51.2,152,7,111,3,0,0,4,maintain,veg,2,1,0,0,2156,114.9,319.6,46.5,1,1,0
Cricket,Wicket-keeper,female,28,46.2,171,4,69,6,0,0,6,bulk,veg,0,1,1,0,2206,85.5,271.8,86.3,1,0,0
Football,Winger,male,21,63.0,160,3,53,4,0,0,7,bulk,veg,1,0,1,0,2592,108.4,413.7,56.0,0,0,0
Football,Midfielder,male,16,62.6,170,5,98,2,0,0,4,maintain,non-veg,1,0,0,1,2777,125.7,439.5,57.4,0,1,0
Football,Midfielder,male,18,72.6,170,7,117,3,0,0,5,maintain,veg,1,0,0,0,2948,133.8,458.3,64.4,0,1,0
Wrestling,Freestyle wrestler,male,21,49.4,157,5,140,4,0,0,6,maintain,veg,4,0,0,0,2434,109.7,388.8,48.9,0,0,1
Cricket,All-rounder,male,21,55.2,166,4,106,4,0,0,6,maintain,veg,0,0,0,0,2309,84.3,354.3,61.6,0,0,0
Athletics,Jumper,male,20,45.0,169,7,80,4,0,0,4,cut,non-veg,3,0,2,1,2461,78.5,434.4,45.5,0,0,0
Cricket,Wicket-keeper,female,26,82.1,152,4,57,4,0,1,7,cut,non-veg,0,1,2,1,3041,158.0,510.1,41.0,1,0,0
Football,Winger,male,17,73.5,168,5,57,3,0,0,5,maintain,veg,1,0,0,0,2861,133.8,445.0,60.6,0,1,0
Kabaddi,Raider,male,29,74.0,179,8,106,4,0,0,6,maintain,non-veg,2,0,0,1,3648,160.2,601.5,66.8,0,0,0
Athletics,Thrower,male,17,57.3,160,4,90,6,0,0,6,cut,non-veg,3,0,2,1,2517,100.0,431.2,43.6,0,1,0
Football,Midfielder,female,15,54.6,162,6,65,5,0,0,5,maintain,non-veg,1,1,0,1,2347,94.0,383.6,48.5,1,1,0
Wrestling,Greco-Roman wrestler,male,21,72.2,172,10,76,5,0,0,2,maintain,non-veg,4,0,0,1,3498,169.8,543.3,71.7,0,0,1
Football,Midfielder,male,18,76.5,167,7,57,4,0,0,2,maintain,veg,1,0,0,0,3794,147.3,654.8,65.1,0,1,0
Kabaddi,Raider,female,22,47.6,160,3,75,5,1,0,3,maintain,veg,2,1,0,0,2514,101.8,422.8,46.2,1,0,0
Athletics,Thrower,male,23,61.6,167,4,86,3,0,1,4,maintain,non-veg,3,0,0,1,2302,118.2,319.3,61.3,0,0,0
Cricket,Wicket-keeper,female,15,67.5,158,6,85,5,0,0,4,maintain,veg,0,1,0,0,2519,102.8,409.2,52.3,1,1,0
Kabaddi,Raider,male,17,67.3,164,8,66,6,0,0,4,maintain,veg,2,0,0,0,3204,126.7,532.9,62.9,0,1,0
Athletics,Sprinter,male,14,51.5,189,4,122,3,0,0,10,cut,veg,3,0,2,0,2183,103.7,333.1,48.4,1,1,0
Wrestling,Greco-Roman wrestler,male,18,58.8,174,5,67,5,0,0,5,maintain,non-veg,4,0,0,1,2545,115.9,345.8,77.6,0,1,1
Wrestling,Freestyle wrestler,male,14,73.2,167,6,124,4,0,0,6,bulk,veg,4,0,1,0,3125,144.8,480.3,69.4,0,1,1
Football,Defender,male,22,60.9,164,7,98,4,0,0,4,maintain,veg,1,0,0,0,2815,125.8,447.9,57.8,0,0,0
Kabaddi,Raider,female,17,64.7,163,2,69,5,0,0,5,maintain,veg,2,1,0,0,2819,136.1,471.1,43.4,1,1,0
Athletics,Jumper,female,17,61.8,165,5,56,6,0,0,3,bulk,non-veg,3,1,1,1,2916,129.4,472.2,56.6,1,1,0
Kabaddi,Defender,male,21,62.5,174,4,117,6,0,0,5,cut,veg,2,0,2,0,2763,128.5,454.6,47.8,0,0,0
Kabaddi,All-rounder,male,23,66.2,174,3,113,5,0,0,3,maintain,non-veg,2,0,0,1,2712,138.1,421.0,52.8,0,0,0
Football,Goalkeeper,male,18,67.7,184,4,110,4,1,0,4,maintain,non-veg,1,0,0,1,4078,124.7,743.6,67.2,0,1,0
Football,Midfielder,male,14,68.0,172,7,93,4,0,0,5,bulk,veg,1,0,1,0,3194,123.4,516.6,70.5,0,1,0
Badminton,Singles player,female,17,62.6,161,8,127,6,0,0,6,maintain,veg,5,1,0,0,2614,114.9,417.2,53.9,1,1,1
Wrestling,Greco-Roman wrestler,male,19,71.6,170,3,141,5,0,0,4,maintain,non-veg,4,0,0,1,3212,161.5,519.0,54.4,0,1,1
Kabaddi,Raider,male,28,74.3,173,4,76,3,0,0,6,bulk,veg,2,0,1,0,3180,131.3,517.7,64.9,0,0,0
Wrestling,Freestyle wrestler,female,24,50.8,152,3,106,6,0,0,5,maintain,non-veg,4,1,0,1,2165,125.9,330.1,37.9,1,1,1
Athletics,Hurdler,male,19,63.7,172,3,88,2,0,0,4,bulk,veg,3,0,1,0,3029,113.2,511.6,58.9,0,1,0
Athletics,Thrower,female,25,59.3,159,7,86,6,1,0,5,maintain,non-veg,3,1,0,1,3191,155.0,518.2,55.4,1,0,0
Wrestling,Greco-Roman wrestler,male,19,75.7,169,8,104,4,0,0,6,maintain,non-veg,4,0,0,1,3047,181.1,430.0,67.0,0,1,1
Athletics,Sprinter,male,20,63.0,178,8,107,6,0,0,7,maintain,non-veg,3,0,0,1,2883,121.5,422.1,78.7,1,0,1
Kabaddi,Defender,male,15,66.9,161,8,78,6,0,0,4,maintain,non-veg,2,0,0,1,3102,150.4,484.6,62.4,0,1,0
Badminton,Doubles player,female,17,74.7,159,3,67,5,0,0,4,maintain,non-veg,5,1,0,1,3199,129.1,562.3,48.2,1,1,1
Cricket,Batsman,male,20,64.1,168,7,94,5,0,0,5,cut,veg,0,0,2,0,2494,122.4,383.1,52.5,0,0,0
Kabaddi,All-rounder,female,17,58.1,159,6,55,5,0,1,8,bulk,non-veg,2,1,1,1,2732,101.6,461.8,53.2,1,1,0
Football,Goalkeeper,male,19,67.5,171,7,57,5,0,0,5,bulk,non-veg,1,0,1,1,3111,135.1,424.4,97.0,0,1,0
Cricket,Fast bowler,female,20,45.0,156,6,39,3,0,0,2,maintain,veg,0,1,0,0,1920,75.7,249.8,68.7,1,0,0
Athletics,Hurdler,male,20,69.1,167,9,95,4,0,0,6,maintain,veg,3,0,0,0,2952,121.8,454.8,71.7,0,0,0
Athletics,Thrower,male,14,67.9,176,3,87,7,0,0,5,cut,veg,3,0,2,0,2916,118.4,503.8,47.5,0,1,0
Football,Goalkeeper,male,18,73.4,172,5,36,5,0,1,3,maintain,non-veg,1,0,0,1,2930,129.2,470.2,59.1,0,1,0
Football,Striker,male,18,58.9,171,6,69,3,0,0,4,bulk,non-veg,1,0,1,1,2895,95.8,443.3,82.1,0,1,0
Cricket,Wicket-keeper,male,24,62.9,176,8,136,3,0,0,7,bulk,non-veg,0,0,1,1,3124,110.1,372.8,132.5,0,0,0
Wrestling,Freestyle wrestler,male,17,52.8,166,6,99,6,0,0,4,maintain,non-veg,4,0,0,1,2504,102.5,400.8,54.5,0,1,1
Athletics,Hurdler,male,20,64.2,176,9,68,5,1,0,4,bulk,non-veg,3,0,1,1,4111,126.9,721.9,79.5,0,0,0
Wrestling,Greco-Roman wrestler,male,16,66.9,166,6,107,4,0,1,3,bulk,veg,4,0,1,0,2991,172.2,430.9,64.3,0,1,1
Wrestling,Greco-Roman wrestler,male,19,86.9,172,7,116,5,0,1,3,cut,veg,4,0,2,0,3794,156.9,656.7,60.0,0,1,1
Athletics,Long-distance runner,male,16,57.0,162,6,127,5,0,0,6,maintain,non-veg,3,0,0,1,2848,115.8,471.9,55.3,0,1,0
Football,Winger,male,21,85.4,172,6,124,5,0,0,10,cut,non-veg,1,0,2,1,3867,146.1,687.2,59.3,0,0,0
Athletics,Thrower,male,20,71.4,181,2,96,5,0,0,5,cut,non-veg,3,0,2,1,2727,133.5,445.5,45.7,0,0,0
Badminton,Doubles player,female,29,59.6,165,1,93,4,1,0,3,cut,non-veg,5,1,2,1,2628,103.2,468.1,38.1,1,0,1
Wrestling,Freestyle wrestler,male,27,63.7,181,4,79,6,0,0,5,maintain,non-veg,4,0,0,1,2539,148.4,355.2,58.3,0,0,1
Kabaddi,All-rounder,female,23,60.4,160,5,122,4,0,0,5,maintain,non-veg,2,1,0,1,2491,103.3,413.3,47.2,1,0,0
Cricket,All-rounder,female,18,52.7,158,5,51,5,0,0,1,bulk,non-veg,0,1,1,1,2321,82.2,272.2,100.4,1,1,0
Athletics,Thrower,male,21,48.7,174,4,138,5,0,0,3,cut,non-veg,3,0,2,1,1937,92.8,294.8,43.0,0,0,0
Athletics,Long-distance runner,male,23,79.5,173,6,80,4,0,0,7,cut,non-veg,3,0,2,1,3210,130.3,543.9,57.0,1,0,0
Cricket,Wicket-keeper,male,18,74.6,168,8,107,6,0,0,6,cut,non-veg,0,0,2,1,3121,138.8,509.2,58.8,0,1,0
Wrestling,Freestyle wrestler,male,21,70.4,174,7,114,4,1,0,4,bulk,non-veg,4,0,1,1,3495,171.8,517.8,81.8,0,0,1
Football,Goalkeeper,male,25,74.1,177,7,84,3,0,0,2,maintain,non-veg,1,0,0,1,3758,135.4,657.1,65.3,0,0,0
Football,Midfielder,male,22,65.4,173,4,180,3,0,0,1,maintain,non-veg,1,0,0,1,3295,133.3,564.1,56.2,0,0,0
Cricket,All-rounder,male,22,45.0,159,5,116,2,0,0,5,cut,non-veg,0,0,2,1,1792,70.0,241.9,60.5,0,0,0
Football,Goalkeeper,male,19,79.0,172,8,76,6,0,0,4,maintain,veg,1,0,0,0,3288,141.8,525.0,69.0,0,1,0
Badminton,Singles player,female,14,49.4,165,7,39,6,0,1,6,maintain,non-veg,5,1,0,1,2100,86.5,319.8,52.8,1,1,1
Kabaddi,Defender,male,28,72.2,166,6,30,4,0,1,4,bulk,non-veg,2,0,1,1,3515,152.2,582.5,64.0,0,0,0
Cricket,Batsman,male,18,54.0,166,5,68,1,1,0,3,bulk,non-veg,0,0,1,1,2987,115.6,410.4,98.1,0,1,0
Athletics,Sprinter,female,19,45.5,156,7,45,5,0,0,5,bulk,veg,3,1,1,0,2296,98.7,316.9,70.4,1,1,0
Kabaddi,All-rounder,male,21,65.9,168,6,119,5,0,0,6,maintain,veg,2,0,0,0,2693,133.9,406.7,59.0,0,0,0
Wrestling,Freestyle wrestler,female,15,69.5,170,6,74,3,0,0,8,maintain,non-veg,4,1,0,1,3013,128.8,499.0,55.8,1,1,1
Wrestling,Greco-Roman wrestler,male,17,54.2,179,5,132,4,1,0,2,maintain,veg,4,0,0,0,2838,152.6,341.5,95.7,0,1,1
Football,Striker,male,18,60.1,170,6,110,4,0,0,2,bulk,non-veg,1,0,1,1,2904,117.6,390.4,96.9,0,1,0
Wrestling,Freestyle wrestler,male,14,83.7,191,6,81,6,0,1,1,maintain,non-veg,4,0,0,1,3788,175.7,614.0,69.9,0,1,1
Badminton,Singles player,male,19,63.6,168,9,96,5,0,0,4,maintain,non-veg,5,0,0,1,2933,107.3,482.4,63.8,0,1,1
Wrestling,Freestyle wrestler,male,24,64.3,177,7,88,6,0,0,3,bulk,veg,4,0,1,0,3078,159.9,417.5,85.4,0,0,1
Wrestling,Freestyle wrestler,female,19,61.6,154,4,93,6,0,0,8,bulk,veg,4,1,1,0,2515,115.2,396.2,52.2,1,1,1
Cricket,Spin bowler,female,19,53.1,158,7,46,2,0,0,5,bulk,veg,0,1,1,0,2446,104.6,370.8,60.5,1,1,0
Cricket,All-rounder,female,23,45.0,164,3,57,3,0,0,2,maintain,veg,0,1,0,0,1738,77.1,262.1,42.4,1,0,0
Athletics,Sprinter,male,20,69.7,167,9,63,6,0,0,9,bulk,non-veg,3,0,1,1,4039,153.1,693.5,72.5,1,0,1
Wrestling,Freestyle wrestler,male,22,68.4,174,7,34,3,0,0,6,maintain,non-veg,4,0,0,1,2925,172.6,416.8,63.0,0,0,1
Wrestling,Greco-Roman wrestler,male,18,86.4,169,4,85,4,1,0,3,bulk,non-veg,4,0,1,1,3827,216.4,566.5,77.3,0,1,1
Kabaddi,All-rounder,male,19,70.6,163,8,65,6,1,0,5,cut,non-veg,2,0,2,1,3561,141.1,603.7,64.6,0,1,0
Cricket,Wicket-keeper,male,20,69.8,177,9,52,5,0,0,6,bulk,non-veg,0,0,1,1,3376,133.6,359.7,155.9,0,0,0
Kabaddi,All-rounder,male,18,81.6,170,7,78,5,0,0,7,bulk,non-veg,2,0,1,1,3660,157.2,590.4,74.4,0,1,0
Cricket,Fast bowler,male,16,82.8,183,4,42,4,0,0,1,maintain,non-veg,0,0,0,1,3301,163.1,515.3,65.3,0,1,0
Badminton,Singles player,male,22,47.4,180,6,70,3,0,0,1,cut,non-veg,5,0,2,1,2115,86.0,317.5,55.7,0,0,1
Cricket,Spin bowler,female,19,45.0,153,6,67,4,1,0,5,maintain,veg,0,1,0,0,2163,93.6,257.7,84.2,1,1,0
Wrestling,Freestyle wrestler,male,23,62.0,158,6,152,3,0,0,5,cut,veg,4,0,2,0,2460,136.9,372.0,47.1,0,0,1
Cricket,Wicket-keeper,male,25,62.9,173,3,87,5,1,0,4,bulk,veg,0,0,1,0,2994,110.4,326.7,138.4,0,0,0
Athletics,Long-distance runner,male,20,70.6,170,4,127,5,0,1,6,cut,veg,3,0,2,0,2911,143.9,476.7,47.6,0,0,0
Football,Defender,female,15,47.9,161,3,132,3,1,0,3,maintain,non-veg,1,1,0,1,2149,108.1,313.4,51.4,1,1,0
Badminton,Doubles player,male,18,58.2,174,5,108,5,1,0,4,bulk,non-veg,5,0,1,1,3144,116.3,429.4,106.8,0,1,1
Athletics,Sprinter,male,21,70.4,179,3,152,2,0,0,7,maintain,non-veg,3,0,0,1,3158,114.7,549.9,55.5,1,0,0
Badminton,Singles player,male,14,83.3,177,5,105,5,1,0,6,bulk,veg,5,0,1,0,3880,151.4,636.8,80.8,0,1,1
Athletics,Hurdler,male,16,64.8,164,6,67,4,0,0,6,maintain,non-veg,3,0,0,1,2651,110.5,420.4,58.6,0,1,0
Football,Goalkeeper,male,27,57.4,180,9,117,6,0,1,1,maintain,non-veg,1,0,0,1,2724,111.7,426.6,63.4,0,0,0
Kabaddi,All-rounder,male,29,85.3,177,5,94,2,1,0,4,cut,non-veg,2,0,2,1,4537,184.3,805.3,64.3,0,0,0
Cricket,Spin bowler,male,19,50.7,169,2,132,5,0,0,4,bulk,non-veg,0,0,1,1,2326,93.1,334.9,68.2,0,1,0
Football,Defender,male,22,82.3,182,6,107,7,0,0,2,maintain,non-veg,1,0,0,1,3914,152.3,673.1,68.0,0,0,0
Badminton,Doubles player,male,18,78.9,167,8,133,3,0,0,6,maintain,non-veg,5,0,0,1,3520,130.1,597.0,68.0,0,1,1
Athletics,Jumper,male,22,56.0,187,4,81,4,0,0,5,maintain,non-veg,3,0,0,1,2517,91.0,378.0,71.2,0,0,0
Athletics,Jumper,female,15,45.5,172,8,50,5,0,0,6,maintain,veg,3,1,0,0,2476,91.8,414.1,50.3,1,1,0
Football,Goalkeeper,female,17,54.6,155,6,43,4,0,0,5,maintain,non-veg,1,1,0,1,2681,93.9,471.7,46.5,1,1,0
Wrestling,Freestyle wrestler,male,22,53.5,172,3,93,6,0,0,3,cut,non-veg,4,0,2,1,2118,106.0,332.0,40.7,0,0,1
Athletics,Long-distance runner,male,19,92.2,173,4,107,5,0,0,6,maintain,non-veg,3,0,0,1,4242,198.0,714.3,65.9,0,1,0
Athletics,Long-distance runner,female,19,45.0,152,4,79,5,0,0,4,cut,veg,3,1,2,0,1984,92.1,332.8,31.6,1,1,0
Cricket,Wicket-keeper,male,21,55.0,177,7,51,5,0,0,7,maintain,non-veg,0,0,0,1,2645,92.8,287.5,124.9,0,0,0
Wrestling,Greco-Roman wrestler,male,17,75.0,178,9,63,5,1,0,6,maintain,veg,4,0,0,0,4308,192.4,707.7,78.6,0,1,1
Kabaddi,All-rounder,female,22,65.3,158,5,156,6,0,0,3,cut,non-veg,2,1,2,1,2431,112.8,403.0,40.9,1,0,0
Badminton,Singles player,male,17,55.5,173,6,122,4,0,0,7,maintain,veg,5,0,0,0,2598,105.2,415.8,57.1,0,1,1
Wrestling,Greco-Roman wrestler,male,26,82.9,177,4,98,7,0,1,6,cut,non-veg,4,0,2,1,3308,158.5,550.5,52.4,0,0,1
Football,Striker,male,16,59.4,174,7,66,4,0,1,2,maintain,non-veg,1,0,0,1,2631,104.2,406.7,65.3,0,1,0
Wrestling,Greco-Roman wrestler,male,18,68.8,159,3,88,4,0,0,1,cut,veg,4,0,2,0,2625,129.7,428.2,43.7,0,1,1
Wrestling,Freestyle wrestler,male,22,49.4,170,7,94,5,1,0,4,bulk,non-veg,4,0,1,1,3062,97.9,301.2,162.9,0,0,1
Badminton,Singles player,male,17,67.7,186,5,103,3,0,0,3,bulk,non-veg,5,0,1,1,3115,123.6,409.1,109.4,0,1,1
Athletics,Hurdler,male,24,60.3,170,1,87,4,1,0,4,bulk,non-veg,3,0,1,1,3260,139.5,540.4,60.0,0,0,0
Football,Defender,female,23,63.5,159,5,89,4,0,1,3,maintain,veg,1,1,0,0,2775,114.8,475.7,45.9,1,0,0
Football,Defender,male,16,57.6,180,5,131,3,0,0,5,maintain,non-veg,1,0,0,1,2916,131.6,467.4,57.8,0,1,0
Kabaddi,All-rounder,female,26,54.1,164,4,134,5,0,0,6,maintain,veg,2,1,0,0,2624,114.8,442.4,43.9,1,0,0
Wrestling,Freestyle wrestler,female,16,58.8,158,6,94,3,1,0,4,bulk,veg,4,1,1,0,3061,140.4,485.5,61.9,1,1,1
Football,Goalkeeper,male,21,73.5,169,8,115,2,0,0,3,maintain,veg,1,0,0,0,2959,140.7,444.1,68.9,0,0,0
Kabaddi,Raider,male,14,68.3,179,4,105,5,0,0,5,bulk,non-veg,2,0,1,1,3038,134.7,475.2,66.5,0,1,0
Athletics,Long-distance runner,female,14,73.2,159,10,101,3,1,0,3,bulk,non-veg,3,1,1,1,3540,166.0,554.4,73.1,1,1,0
Kabaddi,All-rounder,male,18,73.1,173,8,97,5,0,0,4,maintain,veg,2,0,0,0,3390,156.4,540.0,67.2,0,1,0
Kabaddi,All-rounder,female,22,63.6,153,7,78,5,0,0,5,maintain,veg,2,1,0,0,2974,118.7,512.6,49.9,1,0,0
Cricket,Spin bowler,male,20,67.4,173,4,73,4,0,0,4,bulk,veg,0,0,1,0,2922,119.0,467.8,63.9,0,0,0
Badminton,Doubles player,male,18,67.8,177,5,85,4,0,0,4,bulk,non-veg,5,0,1,1,3018,123.3,466.4,73.3,0,1,1
Badminton,Doubles player,female,25,56.0,155,8,73,6,0,0,6,maintain,veg,5,1,0,0,2175,85.5,313.1,64.5,1,0,1
Badminton,Singles player,male,23,60.6,155,7,89,6,0,0,7,maintain,non-veg,5,0,0,1,2490,100.9,338.8,81.3,0,0,1
Badminton,Singles player,male,20,69.6,152,6,130,4,1,0,4,maintain,veg,5,0,0,0,2864,141.6,386.8,83.4,0,0,1
Football,Striker,male,20,64.4,176,6,109,6,0,0,7,maintain,non-veg,1,0,0,1,3238,106.3,567.1,60.5,0,0,1
Wrestling,Freestyle wrestler,male,18,64.0,183,4,77,4,0,0,3,maintain,non-veg,4,0,0,1,2692,138.3,403.0,58.5,0,1,1
Athletics,Long-distance runner,female,20,73.6,152,7,85,5,0,0,4,bulk,non-veg,3,1,1,1,3474,123.9,608.5,60.5,1,0,0
Wrestling,Freestyle wrestler,male,20,69.6,175,2,115,6,0,0,5,cut,non-veg,4,0,2,1,2798,152.1,448.3,44.0,0,0,1
Football,Striker,male,16,67.3,179,4,102,4,0,0,6,bulk,veg,1,0,1,0,3427,117.9,590.9,65.8,0,1,0
Cricket,Wicket-keeper,male,15,73.1,162,5,100,3,0,1,5,maintain,non-veg,0,0,0,1,2663,130.0,406.8,57.3,0,1,0
Athletics,Hurdler,male,20,66.1,185,8,143,5,0,0,5,maintain,non-veg,3,0,0,1,3733,141.9,640.7,67.0,0,0,0
Badminton,Doubles player,female,20,62.2,161,8,107,5,1,0,5,maintain,veg,5,1,0,0,3169,112.8,542.0,61.1,1,0,1
Kabaddi,Defender,male,16,79.1,164,3,96,4,0,0,6,bulk,veg,2,0,1,0,3648,139.7,631.1,62.8,0,1,0
Cricket,Spin bowler,male,19,68.4,162,7,121,5,0,0,6,bulk,non-veg,0,0,1,1,3031,130.5,347.3,124.4,0,1,0
Cricket,Fast bowler,male,23,68.3,173,6,97,5,0,0,6,maintain,veg,0,0,0,0,2730,118.9,386.0,78.9,0,0,0
Football,Striker,male,22,76.8,179,0,103,4,1,0,5,cut,veg,1,0,2,0,3254,159.4,541.5,50.0,0,0,0
Athletics,Sprinter,female,22,65.2,164,6,77,4,0,0,1,bulk,veg,3,1,1,0,3459,109.7,624.1,58.2,1,0,0
Cricket,Spin bowler,male,20,70.9,185,6,50,6,1,0,4,cut,non-veg,0,0,2,1,3258,134.6,535.0,64.4,0,0,0
Wrestling,Freestyle wrestler,male,29,75.4,175,7,64,3,0,0,3,bulk,veg,4,0,1,0,3402,193.3,497.1,71.2,0,0,1
Athletics,Sprinter,male,14,68.4,176,8,107,4,0,0,3,bulk,non-veg,3,0,1,1,3308,139.3,506.2,80.7,0,1,0
Kabaddi,Defender,female,21,64.5,158,8,42,7,0,0,5,maintain,non-veg,2,1,0,1,2654,114.8,429.2,53.1,1,0,0
Kabaddi,Defender,male,17,60.2,174,5,116,5,0,0,4,maintain,non-veg,2,0,0,1,2724,122.3,430.0,57.2,0,1,0
Athletics,Long-distance runner,female,18,61.9,152,5,79,5,0,0,5,maintain,veg,3,1,0,0,2940,128.1,501.3,46.9,1,1,0
Cricket,Wicket-keeper,male,15,55.1,161,5,89,5,0,0,7,maintain,non-veg,0,0,0,1,2380,91.2,302.3,89.5,0,1,0
Cricket,Wicket-keeper,male,23,74.1,180,7,71,4,0,0,3,cut,non-veg,0,0,2,1,2881,136.0,452.4,58.6,0,0,0
Kabaddi,Raider,male,24,72.2,174,5,78,4,0,0,6,maintain,non-veg,2,0,0,1,3069,150.7,481.0,60.2,0,0,0
Wrestling,Greco-Roman wrestler,male,18,73.0,166,5,108,5,1,0,4,maintain,veg,4,0,0,0,4260,192.6,721.8,66.9,0,1,1
Kabaddi,Raider,male,18,57.8,169,4,119,6,0,0,2,maintain,non-veg,2,0,0,1,2921,131.1,479.1,53.4,0,1,0
Wrestling,Freestyle wrestler,male,20,65.2,165,6,104,1,0,0,4,bulk,veg,4,0,1,0,3013,125.8,481.4,64.9,0,0,1
Badminton,Singles player,male,16,80.7,178,6,65,5,0,0,6,cut,veg,5,0,2,0,3192,130.3,532.9,59.9,0,1,1
Badminton,Doubles player,male,14,69.6,182,4,65,5,0,0,6,maintain,non-veg,5,0,0,1,2891,108.3,477.4,60.9,0,1,1
Athletics,Sprinter,male,19,63.8,180,6,98,3,0,0,3,cut,veg,3,0,2,0,2675,106.3,441.8,53.6,0,1,0
Kabaddi,Raider,male,20,78.4,167,8,105,6,0,0,3,cut,non-veg,2,0,2,1,3339,137.9,562.7,59.6,0,0,0
Badminton,Doubles player,male,16,72.3,177,6,88,6,1,0,5,maintain,non-veg,5,0,0,1,3220,123.4,482.2,88.6,0,1,1
Cricket,Spin bowler,male,17,72.8,162,3,62,3,0,0,7,bulk,non-veg,0,0,1,1,2816,112.1,456.4,60.2,0,1,0
Football,Striker,female,21,45.0,162,6,69,3,0,0,2,maintain,veg,1,1,0,0,2196,79.5,370.8,43.9,1,0,0
Athletics,Thrower,female,18,58.2,157,7,127,3,0,0,5,bulk,non-veg,3,1,1,1,3093,134.4,512.5,56.2,1,1,0
Cricket,Spin bowler,male,20,71.9,173,6,130,4,1,0,5,cut,non-veg,0,0,2,1,3226,148.2,519.1,61.9,0,0,0
Athletics,Jumper,male,16,67.0,166,6,105,7,0,0,4,bulk,veg,3,0,1,0,3258,134.7,530.1,66.5,0,1,0
Athletics,Hurdler,male,17,48.4,175,8,60,5,0,0,3,maintain,veg,3,0,0,0,2682,84.3,455.3,58.2,0,1,0
Wrestling,Greco-Roman wrestler,male,19,65.1,179,6,47,5,0,0,5,cut,veg,4,0,2,0,2969,152.3,468.8,53.8,0,1,1
Athletics,Hurdler,male,14,73.4,174,6,125,6,0,0,6,maintain,veg,3,0,0,0,3519,138.3,596.6,64.4,0,1,0
Badminton,Doubles player,male,17,60.2,186,5,30,4,0,0,4,maintain,veg,5,0,0,0,2725,106.7,439.7,59.9,0,1,1
Athletics,Jumper,male,20,60.0,174,9,97,4,0,0,2,maintain,non-veg,3,0,0,1,2867,126.9,400.6,84.1,0,0,0
Cricket,Wicket-keeper,male,17,80.9,171,9,120,4,0,0,5,bulk,non-veg,0,0,1,1,3536,141.4,427.2,140.2,0,1,0
Wrestling,Greco-Roman wrestler,female,17,60.3,162,6,125,4,0,0,8,maintain,veg,4,1,0,0,2417,135.7,355.7,50.2,1,1,1
Badminton,Singles player,male,21,85.5,173,7,57,3,0,0,5,bulk,non-veg,5,0,1,1,3656,146.4,596.6,76.0,0,0,1
Badminton,Doubles player,female,16,51.1,161,3,93,4,0,0,9,maintain,veg,5,1,0,0,1908,94.5,290.1,41.1,1,1,1
Football,Goalkeeper,male,27,72.0,182,6,94,3,0,0,1,maintain,non-veg,1,0,0,1,3241,146.8,521.1,63.3,0,0,0
Wrestling,Greco-Roman wrestler,male,16,79.2,169,8,48,5,0,1,6,maintain,non-veg,4,0,0,1,3875,185.7,632.9,66.7,0,1,1
Football,Midfielder,male,22,79.5,161,5,62,5,0,0,2,maintain,non-veg,1,0,0,1,3685,146.3,639.3,60.3,0,0,0
Cricket,Batsman,female,18,68.8,153,3,132,5,1,0,4,bulk,non-veg,0,1,1,1,2933,140.6,458.8,59.5,1,1,0
Football,Midfielder,male,20,86.2,176,5,107,2,0,0,5,maintain,non-veg,1,0,0,1,3535,162.8,571.5,66.4,0,0,0
Badminton,Singles player,male,27,75.0,174,8,71,5,0,0,6,cut,veg,5,0,2,0,3275,123.5,563.5,58.6,0,0,1
Kabaddi,Defender,male,15,61.7,164,4,79,3,1,0,3,bulk,non-veg,2,0,1,1,3697,135.9,636.2,67.6,0,1,0
Wrestling,Freestyle wrestler,female,20,48.7,158,7,70,3,0,0,1,cut,veg,4,1,2,0,1870,106.3,275.5,38.1,1,1,1
Cricket,Batsman,male,18,62.5,181,5,52,3,0,0,6,maintain,non-veg,0,0,0,1,2674,94.5,390.6,81.5,0,1,0
Kabaddi,All-rounder,male,19,66.0,178,8,143,3,0,1,4,maintain,non-veg,2,0,0,1,2906,137.4,446.9,63.2,0,1,0
Athletics,Thrower,female,17,67.5,156,7,92,3,0,0,1,maintain,non-veg,3,1,0,1,2859,132.7,462.9,53.0,1,1,0
Football,Defender,male,23,66.9,152,4,102,7,0,0,6,bulk,non-veg,1,0,1,1,3067,140.3,494.7,58.6,0,0,0
Kabaddi,Raider,female,23,52.9,161,7,118,4,0,0,6,maintain,non-veg,2,1,0,1,2283,108.1,355.5,47.6,1,0,0
Badminton,Doubles player,male,18,55.4,185,4,86,4,0,0,3,maintain,non-veg,5,0,0,1,2519,100.7,401.5,56.7,0,1,1
Athletics,Sprinter,male,17,57.0,166,6,126,3,0,0,4,maintain,non-veg,3,0,0,1,2520,116.5,384.9,57.2,0,1,0
Kabaddi,Raider,male,18,78.0,189,9,113,4,0,0,6,maintain,non-veg,2,0,0,1,3377,150.0,472.0,98.8,0,1,0
